fabricante,tipo_vehículo,transmision,tipo_combustible,cat_precio,marchas,cilindros,tamaño_motor,consumo_ciudad,consumo_carretera,consumo_combinado,mpg,co2
subaru,suv - small,automático variable,gasolina premium,premium,8,4,2.0,10.2,8.5,9.4,30,216
subaru,suv - small,automático variable,gasolina,premium,6,4,2.5,9.6,7.5,8.7,32,200
subaru,suv - small,manual,gasolina,premium,6,4,2.5,10.6,8.4,9.6,29,221
subaru,compact,automático variable,gasolina,premium,6,4,2.0,8.5,6.4,7.6,37,175
subaru,compact,manual,gasolina,premium,5,4,2.0,9.5,7.0,8.4,34,193
subaru,station wagon - small,automático variable,gasolina,premium,6,4,2.0,8.5,6.4,7.6,37,175
subaru,station wagon - small,manual,gasolina,premium,5,4,2.0,9.5,7.0,8.4,34,193
subaru,mid-size,automático variable,gasolina,premium,6,4,2.5,9.0,6.5,7.9,36,182
subaru,mid-size,manual,gasolina,premium,6,4,2.5,10.7,7.8,9.4,30,216
subaru,mid-size,automático variable,gasolina,premium,6,6,3.6,11.9,8.2,10.2,28,235
subaru,suv - small,automático variable,gasolina,premium,6,4,2.5,9.3,7.1,8.3,34,191
subaru,suv - small,manual,gasolina,premium,6,4,2.5,11.0,8.2,9.7,29,223
subaru,suv - small,automático variable,gasolina,premium,6,6,3.6,12.0,8.6,10.5,27,242
subaru,compact,automático variable,gasolina premium,premium,8,4,2.0,12.4,9.4,11.1,25,255
subaru,compact,manual,gasolina premium,premium,6,4,2.0,11.1,8.3,9.8,29,225
subaru,compact,manual,gasolina premium,premium,6,4,2.5,13.8,10.2,12.2,23,281
subaru,suv - small,automático variable,gasolina,premium,6,4,2.0,9.1,7.0,8.1,35,186
subaru,suv - small,manual,gasolina,premium,5,4,2.0,10.2,7.7,9.1,31,209
subaru,suv - small,automático variable,gasolina,premium,6,4,2.0,7.9,6.9,7.5,38,173
toyota,suv - standard,automático con selector de marcha,gasolina,rango_medio,5,6,4.0,14.2,11.1,12.8,22,294
toyota,mid-size,automático con selector de marcha,gasolina,rango_medio,6,6,3.5,11.3,7.5,9.6,29,221
toyota,mid-size,automático con selector de marcha,gasolina,rango_medio,6,4,2.5,9.7,6.9,8.4,34,193
toyota,mid-size,automático con selector de marcha,gasolina,rango_medio,6,6,3.5,11.0,7.7,9.5,30,218
toyota,mid-size,automático,gasolina,rango_medio,4,4,1.8,8.6,6.5,7.6,37,175
toyota,mid-size,automático variable,gasolina,rango_medio,7,4,1.8,7.9,6.1,7.1,40,163
toyota,mid-size,manual,gasolina,rango_medio,6,4,1.8,8.3,6.2,7.4,38,170
toyota,suv - small,automático con selector de marcha,gasolina,rango_medio,6,4,2.7,11.7,9.5,10.7,26,246
toyota,suv - small,automático con selector de marcha,gasolina,rango_medio,6,6,3.5,12.5,9.3,11.1,25,255
toyota,suv - standard,automático con selector de marcha,gasolina,rango_medio,6,6,3.5,13.0,9.8,11.6,24,267
toyota,suv - standard,automático variable,gasolina,rango_medio,6,6,3.5,8.6,8.5,8.5,33,196
toyota,suv - standard,automático variable,gasolina,rango_medio,6,6,3.5,8.4,8.3,8.4,34,193
toyota,suv - small,automático con selector de marcha,gasolina,rango_medio,6,4,2.5,10.5,8.2,9.5,30,218
toyota,suv - small,automático con selector de marcha,gasolina,rango_medio,6,4,2.5,10.7,8.3,9.6,29,221
toyota,suv - standard,automático con selector de marcha,gasolina,rango_medio,6,8,5.7,18.8,14.0,16.6,17,382
toyota,minivan,automático con selector de marcha,gasolina,rango_medio,6,6,3.5,13.0,9.5,11.4,25,262
toyota,minivan,automático con selector de marcha,gasolina,rango_medio,6,6,3.5,14.4,10.2,12.5,23,288
toyota,pickup truck - small,automático,gasolina,rango_medio,4,4,2.7,12.2,9.9,11.2,25,258
toyota,pickup truck - small,manual,gasolina,rango_medio,5,4,2.7,11.3,9.5,10.5,27,242
toyota,pickup truck - small,automático,gasolina,rango_medio,4,4,2.7,13.1,11.3,12.3,23,283
toyota,pickup truck - small,manual,gasolina,rango_medio,5,4,2.7,12.9,11.5,12.3,23,283
toyota,pickup truck - small,automático,gasolina,rango_medio,5,6,4.0,14.8,11.6,13.4,21,308
toyota,pickup truck - standard,automático con selector de marcha,gasolina,rango_medio,6,8,5.7,17.2,12.8,15.2,19,350
toyota,pickup truck - standard,automático con selector de marcha,gasolina,rango_medio,6,8,5.7,18.5,14.2,16.6,17,382
toyota,suv - small,automático con selector de marcha,gasolina,rango_medio,6,4,2.7,11.6,9.0,10.4,27,239
toyota,suv - small,automático con selector de marcha,gasolina,rango_medio,6,6,3.5,12.5,9.0,10.9,26,251
toyota,suv - small,automático con selector de marcha,gasolina,rango_medio,6,4,2.7,11.6,9.2,10.5,27,242
toyota,suv - small,automático con selector de marcha,gasolina,rango_medio,6,6,3.5,12.8,9.3,11.3,25,260
toyota,compact,automático,gasolina,rango_medio,4,4,1.5,7.8,6.6,7.3,39,168
toyota,compact,manual,gasolina,rango_medio,5,4,1.5,7.7,6.3,7.1,40,163
volkswagen,compact,automático con selector de marcha,gasolina,rango_medio,6,4,1.8,9.6,7.2,8.5,33,196
volkswagen,compact,automático manual,gasolina premium,rango_medio,6,4,2.0,10.0,7.9,9.1,31,209
volkswagen,compact,manual,gasolina premium,rango_medio,6,4,2.0,10.4,7.7,9.2,31,212
volkswagen,compact,automático manual,diesel,rango_medio,6,4,2.0,7.6,5.7,6.9,41,183
volkswagen,compact,manual,diesel,rango_medio,6,4,2.0,7.6,5.7,6.9,41,184
volkswagen,subcompact,automático con selector de marcha,gasolina,rango_medio,6,4,1.8,9.8,7.3,8.7,32,200
volkswagen,subcompact,automático manual,gasolina premium,rango_medio,6,4,2.0,10.3,8.2,9.4,30,216
volkswagen,subcompact,manual,gasolina premium,rango_medio,6,4,2.0,10.4,7.7,9.2,31,212
volkswagen,compact,automático manual,gasolina premium,rango_medio,6,4,2.0,10.7,7.7,9.3,30,214
volkswagen,compact,manual,gasolina premium,rango_medio,6,4,2.0,11.4,7.4,9.6,29,221
volkswagen,compact,automático con selector de marcha,gasolina premium,rango_medio,6,6,3.6,13.9,9.3,11.8,24,271
volkswagen,subcompact,automático manual,gasolina premium,rango_medio,6,4,2.0,10.8,7.8,9.5,30,219
volkswagen,compact,automático con selector de marcha,gasolina,rango_medio,6,4,1.8,9.3,6.5,8.1,35,186
volkswagen,compact,manual,gasolina,rango_medio,5,4,1.8,9.3,6.4,8.0,35,184
volkswagen,compact,automático manual,diesel,rango_medio,6,4,2.0,7.6,5.5,6.5,43,177
volkswagen,compact,manual,diesel,rango_medio,6,4,2.0,7.8,5.2,6.5,43,178
volkswagen,compact,automático manual,gasolina premium,rango_medio,6,4,2.0,9.5,7.2,8.5,33,196
volkswagen,compact,manual,gasolina premium,rango_medio,6,4,2.0,9.4,6.9,8.3,34,191
volkswagen,station wagon - small,automático con selector de marcha,gasolina,rango_medio,6,4,1.8,9.4,6.8,8.2,34,193
volkswagen,station wagon - small,manual,gasolina,rango_medio,5,4,1.8,9.5,6.6,8.2,34,189
volkswagen,station wagon - small,automático manual,diesel,rango_medio,6,4,2.0,7.6,5.6,6.7,42,180
volkswagen,station wagon - small,manual,diesel,rango_medio,6,4,2.0,7.6,5.5,6.7,42,179
volkswagen,compact,automático con selector de marcha,gasolina,rango_medio,6,4,1.8,9.3,6.3,7.9,36,182
volkswagen,compact,manual,gasolina,rango_medio,5,4,1.8,9.3,6.3,8.0,35,184
volkswagen,compact,automático con selector de marcha,gasolina,rango_medio,6,4,2.0,10.4,7.0,8.9,32,205
volkswagen,compact,manual,gasolina,rango_medio,5,4,2.0,9.5,6.9,8.4,34,193
volkswagen,compact,automático manual,diesel,rango_medio,6,4,2.0,7.6,5.2,6.5,43,175
volkswagen,compact,manual,diesel,rango_medio,6,4,2.0,7.6,5.1,6.5,43,176
volkswagen,compact,automático manual,gasolina premium,rango_medio,6,4,2.0,10.0,7.3,8.8,32,202
volkswagen,compact,manual,gasolina premium,rango_medio,6,4,2.0,10.3,7.2,8.9,32,205
volkswagen,compact,automático manual,gasolina premium,rango_medio,7,4,1.4,5.6,4.9,5.3,53,122
volkswagen,mid-size,automático con selector de marcha,gasolina,rango_medio,6,4,1.8,9.7,6.6,8.3,34,191
volkswagen,mid-size,manual,gasolina,rango_medio,5,4,1.8,9.8,6.7,8.4,34,193
volkswagen,mid-size,automático manual,diesel,rango_medio,6,4,2.0,7.8,5.6,6.9,41,185
volkswagen,mid-size,manual,diesel,rango_medio,6,4,2.0,7.8,5.3,6.7,42,182
volkswagen,mid-size,automático manual,gasolina premium,rango_medio,6,6,3.6,11.9,8.5,10.4,27,239
volkswagen,suv - small,automático con selector de marcha,gasolina premium,rango_medio,6,4,2.0,11.5,9.3,10.5,27,242
volkswagen,suv - small,manual,gasolina premium,rango_medio,6,4,2.0,13.0,9.0,11.2,25,258
volkswagen,suv - small,automático con selector de marcha,gasolina premium,rango_medio,6,4,2.0,11.7,9.4,10.7,26,246
volkswagen,suv - standard,automático con selector de marcha,gasolina premium,rango_medio,8,6,3.6,14.1,10.4,12.4,23,292
volvo,compact,automático con selector de marcha,gasolina,rango_medio,6,6,3.0,12.8,8.9,11.0,26,253
volvo,compact,automático con selector de marcha,gasolina,rango_medio,8,4,2.0,9.8,6.6,8.4,34,193
volvo,compact,automático con selector de marcha,gasolina,rango_medio,6,5,2.5,11.6,8.2,10.1,28,232
volvo,compact,automático con selector de marcha,gasolina premium,rango_medio,8,4,2.0,10.1,7.3,8.9,32,205
volvo,compact,automático con selector de marcha,gasolina,rango_medio,6,6,3.0,12.9,9.0,11.2,25,258
volvo,mid-size,automático con selector de marcha,gasolina,rango_medio,8,4,2.0,9.8,6.6,8.4,34,193
volvo,mid-size,automático con selector de marcha,gasolina,rango_medio,6,6,3.0,12.9,9.0,11.2,25,258
volvo,suv - small,automático con selector de marcha,gasolina,rango_medio,8,4,2.0,9.8,7.6,8.8,32,202
volvo,suv - small,automático con selector de marcha,gasolina,rango_medio,6,5,2.5,11.8,8.5,10.3,27,237
volvo,station wagon - small,automático con selector de marcha,gasolina,rango_medio,6,6,3.0,12.8,8.9,11.0,26,253
volvo,station wagon - small,automático con selector de marcha,gasolina,rango_medio,8,4,2.0,9.8,6.6,8.4,34,193
volvo,station wagon - small,automático con selector de marcha,gasolina,rango_medio,6,5,2.5,11.6,8.2,10.1,28,232
volvo,station wagon - small,automático con selector de marcha,gasolina,rango_medio,6,6,3.0,12.9,9.0,11.2,25,258
volvo,suv - small,automático con selector de marcha,gasolina,rango_medio,6,6,3.2,13.1,9.5,11.5,25,264
volvo,suv - small,automático con selector de marcha,gasolina,rango_medio,6,5,2.5,13.0,9.4,11.4,25,262
volvo,suv - small,automático con selector de marcha,gasolina premium,rango_medio,8,4,2.0,10.7,7.8,9.4,30,216
volvo,suv - small,automático con selector de marcha,gasolina,rango_medio,6,6,3.0,13.6,9.9,11.9,24,274
volvo,suv - small,automático con selector de marcha,gasolina,rango_medio,6,6,3.2,13.1,9.1,11.3,25,260
acura,compact,automático manual,gasolina premium,rango_medio,8,4,2.4,9.3,6.6,8.1,35,189
acura,suv - small,automático con selector de marcha,gasolina premium,rango_medio,9,6,3.5,12.7,9.1,11.1,25,254
acura,suv - small,automático con selector de marcha,gasolina premium,rango_medio,9,6,3.5,12.2,9.1,10.7,26,251
acura,suv - small,automático con selector de marcha,gasolina premium,rango_medio,6,6,3.5,12.4,8.6,10.7,26,249
acura,mid-size,automático con selector de marcha,gasolina premium,rango_medio,6,6,3.5,11.9,7.7,10.0,28,235
acura,mid-size,automático manual,gasolina premium,rango_medio,7,6,3.5,8.0,7.5,7.7,37,180
acura,compact,automático manual,gasolina premium,rango_medio,8,4,2.4,9.6,6.6,8.3,34,196
acura,compact,automático con selector de marcha,gasolina premium,rango_medio,9,6,3.5,11.2,7.5,9.6,29,226
alfa romeo,two-seater,automático manual,gasolina premium,rango_medio,6,4,1.8,9.7,6.9,8.4,34,197
aston martin,minicompact,automático,gasolina premium,premium,6,12,5.9,18.0,12.6,15.6,18,365
aston martin,subcompact,automático,gasolina premium,premium,8,12,6.0,16.8,10.9,14.2,20,332
aston martin,minicompact,automático,gasolina premium,premium,8,12,6.0,17.6,11.4,14.8,19,346
aston martin,two-seater,automático manual,gasolina premium,premium,7,8,4.7,17.4,11.3,14.7,19,343
aston martin,two-seater,manual,gasolina premium,premium,6,8,4.7,18.1,12.3,15.5,18,362
aston martin,two-seater,automático manual,gasolina premium,premium,7,12,6.0,19.5,12.8,16.5,17,390
audi,subcompact,automático manual,gasolina,rango_medio,6,4,1.8,10.0,7.1,8.7,32,204
audi,subcompact,automático manual,gasolina,rango_medio,6,4,2.0,9.8,7.2,8.6,33,201
audi,subcompact,automático manual,gasolina,rango_medio,6,4,2.0,10.1,7.5,8.9,32,208
audi,compact,automático variable,gasolina premium,rango_medio,8,4,2.0,9.9,7.6,8.9,32,212
audi,compact,automático con selector de marcha,gasolina premium,rango_medio,8,4,2.0,11.0,7.8,9.6,29,224
audi,compact,manual,gasolina premium,rango_medio,6,4,2.0,10.6,7.3,9.1,31,214
audi,station wagon - small,automático con selector de marcha,gasolina premium,rango_medio,8,4,2.0,11.2,8.4,9.9,29,232
audi,subcompact,automático con selector de marcha,gasolina premium,rango_medio,8,4,2.0,11.0,7.8,9.6,29,224
audi,subcompact,manual,gasolina premium,rango_medio,6,4,2.0,10.6,7.3,9.1,31,214
audi,subcompact,automático con selector de marcha,gasolina premium,rango_medio,8,4,2.0,11.3,8.0,9.8,29,230
audi,mid-size,automático con selector de marcha,gasolina premium,rango_medio,8,4,2.0,10.8,7.3,9.2,31,211
audi,mid-size,automático con selector de marcha,gasolina premium,rango_medio,8,6,3.0,11.6,7.9,9.9,29,232
audi,mid-size,automático con selector de marcha,diesel,rango_medio,8,6,3.0,9.4,6.2,7.8,36,213
audi,mid-size,automático con selector de marcha,gasolina premium,rango_medio,8,6,3.0,12.6,8.0,10.5,27,247
audi,mid-size,automático con selector de marcha,gasolina premium,rango_medio,8,8,4.0,12.9,8.0,10.7,26,249
audi,full-size,automático con selector de marcha,gasolina premium,rango_medio,8,8,4.0,13.1,8.3,10.9,26,255
audi,compact,automático con selector de marcha,gasolina premium,rango_medio,6,4,2.0,12.0,8.2,10.3,27,242
audi,compact,automático con selector de marcha,gasolina premium,rango_medio,6,4,2.0,11.9,8.4,10.3,27,240
audi,suv - small,automático con selector de marcha,gasolina premium,rango_medio,8,4,2.0,12.0,8.5,10.4,27,244
audi,suv - small,automático con selector de marcha,gasolina premium,rango_medio,8,6,3.0,13.2,9.2,11.4,25,267
audi,suv - small,automático con selector de marcha,gasolina premium,rango_medio,8,4,2.0,9.8,7.9,8.9,32,209
audi,subcompact,automático manual,gasolina premium,rango_medio,6,4,2.0,10.1,7.7,9.0,31,211
audi,compact,automático manual,gasolina premium,rango_medio,7,6,3.0,13.0,8.5,11.0,26,257
audi,compact,manual,gasolina premium,rango_medio,6,6,3.0,13.8,9.0,11.7,24,273
audi,subcompact,automático manual,gasolina premium,rango_medio,7,6,3.0,13.0,8.5,11.0,26,257
audi,subcompact,manual,gasolina premium,rango_medio,6,6,3.0,13.8,9.0,11.7,24,273
audi,subcompact,automático manual,gasolina premium,rango_medio,7,6,3.0,13.3,9.1,11.4,25,266
audi,mid-size,automático manual,gasolina premium,rango_medio,7,8,4.0,13.3,8.8,11.3,25,263
audi,mid-size,automático manual,gasolina premium,rango_medio,7,8,4.0,13.4,8.8,11.4,25,265
audi,mid-size,automático con selector de marcha,gasolina premium,rango_medio,8,8,4.0,15.7,9.4,12.8,22,300
audi,suv - small,automático con selector de marcha,gasolina premium,rango_medio,8,6,3.0,14.1,9.9,12.2,23,285
audi,subcompact,automático manual,gasolina,rango_medio,6,4,2.0,10.1,7.8,9.1,31,209
audi,two-seater,automático manual,gasolina,rango_medio,6,4,2.0,10.1,7.8,9.1,31,209
audi,subcompact,automático manual,gasolina premium,rango_medio,6,4,2.0,10.3,8.6,9.5,30,222
bentley,compact,automático con selector de marcha,gasolina premium,premium,8,12,6.0,18.9,11.2,15.4,18,360
bentley,subcompact,automático con selector de marcha,gasolina premium,premium,8,12,6.0,19.6,11.7,16.0,18,375
bentley,mid-size,automático con selector de marcha,gasolina premium,premium,8,8,6.8,21.0,13.1,17.5,16,408
bmw,subcompact,automático con selector de marcha,gasolina premium,premium,8,4,2.0,9.9,6.5,8.4,34,197
bmw,subcompact,manual,gasolina premium,premium,6,4,2.0,10.7,7.0,9.0,31,211
bmw,subcompact,automático con selector de marcha,gasolina premium,premium,8,4,2.0,10.4,6.8,8.8,32,207
bmw,subcompact,automático con selector de marcha,gasolina premium,premium,8,4,2.0,10.5,6.9,8.9,32,209
bmw,compact,automático con selector de marcha,gasolina premium,premium,8,4,2.0,9.9,6.5,8.4,34,197
bmw,compact,manual,gasolina premium,premium,6,4,2.0,10.7,7.0,9.0,31,211
bmw,compact,automático con selector de marcha,gasolina premium,premium,8,4,2.0,10.4,6.8,8.8,32,207
bmw,compact,automático con selector de marcha,diesel,premium,8,4,2.0,7.7,5.7,6.8,42,183
bmw,station wagon - small,automático con selector de marcha,diesel,premium,8,4,2.0,7.7,5.7,6.8,42,183
bmw,compact,automático con selector de marcha,gasolina premium,premium,8,4,2.0,10.5,6.9,8.9,32,209
bmw,full-size,automático con selector de marcha,gasolina premium,premium,8,4,2.0,10.5,6.9,8.9,32,209
bmw,station wagon - small,automático con selector de marcha,gasolina premium,premium,8,4,2.0,10.5,6.9,8.9,32,209
bmw,full-size,automático con selector de marcha,gasolina premium,premium,8,6,3.0,12.0,7.9,10.2,28,238
bmw,compact,automático con selector de marcha,gasolina premium,premium,8,6,3.0,10.9,7.2,9.3,30,217
bmw,compact,manual,gasolina premium,premium,6,6,3.0,11.6,7.8,9.9,29,231
bmw,compact,automático con selector de marcha,gasolina premium,premium,8,6,3.0,10.9,7.3,9.3,30,216
bmw,compact,manual,gasolina premium,premium,6,6,3.0,11.9,8.3,10.3,27,241
bmw,subcompact,automático con selector de marcha,gasolina premium,premium,8,4,2.0,10.8,6.7,8.9,32,211
bmw,compact,automático con selector de marcha,gasolina premium,premium,8,4,2.0,10.8,6.7,8.9,32,211
bmw,compact,manual,gasolina premium,premium,6,4,2.0,10.9,6.8,9.0,31,210
bmw,subcompact,automático con selector de marcha,gasolina premium,premium,8,4,2.0,11.3,7.1,9.4,30,221
bmw,subcompact,automático con selector de marcha,gasolina premium,premium,8,6,3.0,11.8,7.6,9.9,29,232
bmw,compact,automático con selector de marcha,gasolina premium,premium,8,6,3.0,11.6,7.7,9.9,29,232
bmw,compact,manual,gasolina premium,premium,6,6,3.0,12.1,8.4,10.5,27,246
bmw,subcompact,automático con selector de marcha,gasolina premium,premium,8,6,3.0,11.9,8.1,10.2,28,238
bmw,compact,automático con selector de marcha,gasolina premium,premium,8,6,3.0,12.0,7.9,10.2,28,238
bmw,compact,manual,gasolina premium,premium,6,6,3.0,12.3,8.4,10.5,27,247
bmw,mid-size,automático con selector de marcha,gasolina premium,premium,8,4,2.0,10.5,6.9,8.9,32,209
bmw,mid-size,automático con selector de marcha,diesel,premium,8,6,3.0,9.2,6.3,7.9,36,212
bmw,mid-size,automático con selector de marcha,gasolina premium,premium,8,6,3.0,11.9,8.1,10.2,28,238
bmw,full-size,automático con selector de marcha,gasolina premium,premium,8,6,3.0,13.0,9.1,11.2,25,263
bmw,mid-size,automático con selector de marcha,gasolina premium,premium,8,8,4.4,14.4,9.6,12.3,23,288
bmw,full-size,automático con selector de marcha,gasolina premium,premium,8,8,4.4,14.3,9.3,12.1,23,283
bmw,compact,automático con selector de marcha,gasolina premium,premium,8,6,3.0,11.9,8.1,10.2,28,238
bmw,subcompact,automático con selector de marcha,gasolina premium,premium,8,8,4.4,14.3,9.3,12.1,23,283
bmw,compact,automático con selector de marcha,gasolina premium,premium,8,8,4.4,14.4,9.6,12.3,23,288
bmw,compact,automático con selector de marcha,gasolina premium,premium,8,8,4.4,14.3,9.3,12.1,23,283
bmw,mid-size,automático con selector de marcha,gasolina premium,premium,8,6,3.0,10.6,7.9,9.4,30,219
